source_url,target_url,anchor_text,insertion_context,reason,confidence,issue_type,status
https://checksite.ca/5-genius-seo-hacks-get-higher-search-ranking/,https://checksite.ca/19-technical-seo-facts-beginners/,Beginners,ebook X RSS Google Facebook X RSS Google Niagara SEO Experts – SEO Blog SEO For Beginners Google SEO Niagara SEO Facebook SEO Social Media SEO Small Business SEO SEO Fringe (New) Website Services WordPress Maintenance Website Applications W,"Target is orphan; topical overlap on beginners, checksite, seo, websites; source does not already link to target.",77,orphan,pending
https://checksite.ca/competitive-research-battle-seo-enemies-win/,https://checksite.ca/19-technical-seo-facts-beginners/,Beginners,ebook X RSS Google Facebook X RSS Google Niagara SEO Experts – SEO Blog SEO For Beginners Google SEO Niagara SEO Facebook SEO Social Media SEO Small Business SEO SEO Fringe (New) Website Services WordPress Maintenance Website Applications W,"Target is orphan; topical overlap on beginners, checksite, seo, websites; source does not already link to target.",77,orphan,pending
https://checksite.ca/fantastic-tips-help-optimize-website-content/,https://checksite.ca/19-technical-seo-facts-beginners/,Beginners,ebook X RSS Google Facebook X RSS Google Niagara SEO Experts – SEO Blog SEO For Beginners Google SEO Niagara SEO Facebook SEO Social Media SEO Small Business SEO SEO Fringe (New) Website Services WordPress Maintenance Website Applications W,"Target is orphan; topical overlap on beginners, checksite, seo, websites; source does not already link to target.",77,orphan,pending
https://checksite.ca/seo-tips-powerful-linkedin-business-profile/,https://checksite.ca/19-technical-seo-facts-beginners/,Beginners,ebook X RSS Google Facebook X RSS Google Niagara SEO Experts – SEO Blog SEO For Beginners Google SEO Niagara SEO Facebook SEO Social Media SEO Small Business SEO SEO Fringe (New) Website Services WordPress Maintenance Website Applications W,"Target is orphan; topical overlap on beginners, checksite, seo, websites; source does not already link to target.",77,orphan,pending
https://checksite.ca/youtube-seo-tips-boost-video-views/,https://checksite.ca/19-technical-seo-facts-beginners/,Beginners,ebook X RSS Google Facebook X RSS Google Niagara SEO Experts – SEO Blog SEO For Beginners Google SEO Niagara SEO Facebook SEO Social Media SEO Small Business SEO SEO Fringe (New) Website Services WordPress Maintenance Website Applications W,"Target is orphan; topical overlap on beginners, checksite, seo, websites; source does not already link to target.",77,orphan,pending
https://checksite.ca/19-technical-seo-facts-beginners/,https://checksite.ca/5-genius-seo-hacks-get-higher-search-ranking/,CheckSite,"on(r){jqueryParams=[...jqueryParams,r]}; 19 technical SEO facts for beginners - CheckSite Websites & SEO {""@context"":""https:\/\/schema.org"",""@graph"":[{""@type"":""Article"",""@id"":""https:\/\/checksite.ca\/19-technical-seo-facts-beginners\/#artic","Target is orphan; topical overlap on checksite, get, ranking, search, seo, websites; source does not already link to target.",77,orphan,pending
https://checksite.ca/competitive-research-battle-seo-enemies-win/,https://checksite.ca/5-genius-seo-hacks-get-higher-search-ranking/,CheckSite,"eryParams,r]}; Competitive Research: How to Battle Your SEO Enemies – And Win - CheckSite Websites & SEO {""@context"":""https:\/\/schema.org"",""@graph"":[{""@type"":""Article"",""@id"":""https:\/\/checksite.ca\/competitive-research-battle-seo-enemies-","Target is orphan; topical overlap on checksite, get, ranking, search, seo, websites; source does not already link to target.",77,orphan,pending
https://checksite.ca/fantastic-tips-help-optimize-website-content/,https://checksite.ca/5-genius-seo-hacks-get-higher-search-ranking/,CheckSite,"ms=[...jqueryParams,r]}; Fantastic tips to help optimize your website content - CheckSite Websites & SEO {""@context"":""https:\/\/schema.org"",""@graph"":[{""@type"":""Article"",""@id"":""https:\/\/checksite.ca\/fantastic-tips-help-optimize-website-con","Target is orphan; topical overlap on checksite, get, search, seo, websites; source does not already link to target.",77,orphan,pending
https://checksite.ca/seo-tips-powerful-linkedin-business-profile/,https://checksite.ca/5-genius-seo-hacks-get-higher-search-ranking/,CheckSite,"arams=[...jqueryParams,r]}; SEO Tips for a Powerful LinkedIn Business Profile - CheckSite Websites & SEO {""@context"":""https:\/\/schema.org"",""@graph"":[{""@type"":""Article"",""@id"":""https:\/\/checksite.ca\/seo-tips-powerful-linkedin-business-prof","Target is orphan; topical overlap on checksite, get, search, seo, websites; source does not already link to target.",77,orphan,pending
https://checksite.ca/youtube-seo-tips-boost-video-views/,https://checksite.ca/5-genius-seo-hacks-get-higher-search-ranking/,CheckSite,"jqueryParams=[...jqueryParams,r]}; YouTube SEO Tips To Boost Your Video Views - CheckSite Websites & SEO {""@context"":""https:\/\/schema.org"",""@graph"":[{""@type"":""Article"",""@id"":""https:\/\/checksite.ca\/youtube-seo-tips-boost-video-views\/#art","Target is orphan; topical overlap on checksite, get, higher, ranking, search, seo; source does not already link to target.",77,orphan,pending
https://checksite.ca/19-technical-seo-facts-beginners/,https://checksite.ca/competitive-research-battle-seo-enemies-win/,CheckSite,"on(r){jqueryParams=[...jqueryParams,r]}; 19 technical SEO facts for beginners - CheckSite Websites & SEO {""@context"":""https:\/\/schema.org"",""@graph"":[{""@type"":""Article"",""@id"":""https:\/\/checksite.ca\/19-technical-seo-facts-beginners\/#artic","Target is orphan; topical overlap on checksite, seo, websites, your; source does not already link to target.",77,orphan,pending
https://checksite.ca/5-genius-seo-hacks-get-higher-search-ranking/,https://checksite.ca/competitive-research-battle-seo-enemies-win/,CheckSite,"yParams=[...jqueryParams,r]}; 5 Genius SEO Hacks to Get Higher Search Ranking - CheckSite Websites & SEO {""@context"":""https:\/\/schema.org"",""@graph"":[{""@type"":""Article"",""@id"":""https:\/\/checksite.ca\/5-genius-seo-hacks-get-higher-search-ran","Target is orphan; topical overlap on checksite, seo, websites, your; source does not already link to target.",77,orphan,pending
https://checksite.ca/fantastic-tips-help-optimize-website-content/,https://checksite.ca/competitive-research-battle-seo-enemies-win/,CheckSite,"ms=[...jqueryParams,r]}; Fantastic tips to help optimize your website content - CheckSite Websites & SEO {""@context"":""https:\/\/schema.org"",""@graph"":[{""@type"":""Article"",""@id"":""https:\/\/checksite.ca\/fantastic-tips-help-optimize-website-con","Target is orphan; topical overlap on checksite, research, seo, websites, your; source does not already link to target.",77,orphan,pending
https://checksite.ca/seo-tips-powerful-linkedin-business-profile/,https://checksite.ca/competitive-research-battle-seo-enemies-win/,CheckSite,"arams=[...jqueryParams,r]}; SEO Tips for a Powerful LinkedIn Business Profile - CheckSite Websites & SEO {""@context"":""https:\/\/schema.org"",""@graph"":[{""@type"":""Article"",""@id"":""https:\/\/checksite.ca\/seo-tips-powerful-linkedin-business-prof","Target is orphan; topical overlap on checksite, seo, websites, your; source does not already link to target.",77,orphan,pending
https://checksite.ca/youtube-seo-tips-boost-video-views/,https://checksite.ca/competitive-research-battle-seo-enemies-win/,CheckSite,"jqueryParams=[...jqueryParams,r]}; YouTube SEO Tips To Boost Your Video Views - CheckSite Websites & SEO {""@context"":""https:\/\/schema.org"",""@graph"":[{""@type"":""Article"",""@id"":""https:\/\/checksite.ca\/youtube-seo-tips-boost-video-views\/#art","Target is orphan; topical overlap on checksite, seo, websites, your; source does not already link to target.",77,orphan,pending
https://checksite.ca/19-technical-seo-facts-beginners/,https://checksite.ca/fantastic-tips-help-optimize-website-content/,CheckSite,"on(r){jqueryParams=[...jqueryParams,r]}; 19 technical SEO facts for beginners - CheckSite Websites & SEO {""@context"":""https:\/\/schema.org"",""@graph"":[{""@type"":""Article"",""@id"":""https:\/\/checksite.ca\/19-technical-seo-facts-beginners\/#artic","Target is orphan; topical overlap on checksite, content, help, seo, tips, website; source does not already link to target.",77,orphan,pending
https://checksite.ca/5-genius-seo-hacks-get-higher-search-ranking/,https://checksite.ca/fantastic-tips-help-optimize-website-content/,CheckSite,"yParams=[...jqueryParams,r]}; 5 Genius SEO Hacks to Get Higher Search Ranking - CheckSite Websites & SEO {""@context"":""https:\/\/schema.org"",""@graph"":[{""@type"":""Article"",""@id"":""https:\/\/checksite.ca\/5-genius-seo-hacks-get-higher-search-ran","Target is orphan; topical overlap on checksite, content, help, seo, tips, website; source does not already link to target.",77,orphan,pending
https://checksite.ca/competitive-research-battle-seo-enemies-win/,https://checksite.ca/fantastic-tips-help-optimize-website-content/,CheckSite,"eryParams,r]}; Competitive Research: How to Battle Your SEO Enemies – And Win - CheckSite Websites & SEO {""@context"":""https:\/\/schema.org"",""@graph"":[{""@type"":""Article"",""@id"":""https:\/\/checksite.ca\/competitive-research-battle-seo-enemies-","Target is orphan; topical overlap on checksite, content, help, seo, tips, website; source does not already link to target.",77,orphan,pending
